iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
490,1,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,30,15,20,10,10,15,3.75,6.25,7,5.833333333333333,6.25,4.916666666666667,0.16666666666666666
491,1,29,8,3,3,3,2,4,1,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,30,10,25,20,8,7,7.857142857142857,6.714285714285714,7.857142857142857,7.642857142857143,7.642857142857143,6.071428571428571,0.7857142857142857
492,1,30,10,6,1,1,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,30,0,30,30,10,0,7.285714285714286,7.285714285714286,7.857142857142857,7.357142857142857,6.928571428571429,6.5,0.6428571428571429
493,1,20,13,4,1,1,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,30,10,10,30,10,10,7.25,7.583333333333333,7.083333333333333,7.333333333333333,7.166666666666667,6,0.5833333333333334
494,1,30,6,2,2,8,4,3,3,6,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,25,25,25,25,0,0,5.769230769230769,7.153846153846154,7.538461538461538,6.6923076923076925,6.384615384615385,5.923076923076923,0.46153846153846156
495,1,32,15,6,5,6,2,2,1,6,7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,20,20,20,15,15,10,4.5,5.166666666666667,6.166666666666667,6.75,4.916666666666667,4.666666666666667,0.25
496,0,23,5,4,1,1,1,5,2,2,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,20,30,20,20,10,0,7.5,8.5,8.5,6.75,6.25,7,1
497,0,24,10,2,5,5,1,7,1,2,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7,10,20,20,20,20,10,6.428571428571429,7.142857142857143,7.285714285714286,6.857142857142857,7,5.857142857142857,0.42857142857142855
498,0,25,10,2,9,9,1,4,1,2,3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1,18,18,18,18,18,10,6.666666666666667,7.5,7.833333333333333,6.333333333333333,6.833333333333333,5.833333333333333,0.6666666666666666
499,0,26,10,2,1,9,5,4,1,2,1,1,1,9,9,9,2,1,8,9,6,8,10,10,10,5,1,19,19,19,19,5,19,5.714285714285714,7.714285714285714,8,6.428571428571429,6.857142857142857,4.714285714285714,0.42857142857142855
500,0,25,10,1,7,9,1,5,3,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,10,15,35,15,10,15,6,8.166666666666666,7.833333333333333,6.666666666666667,7.5,5.666666666666667,0.8333333333333334
501,0,26,10,2,7,4,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6,30,10,20,10,10,20,6.333333333333333,7.5,6.833333333333333,7.166666666666667,6.833333333333333,6.166666666666667,0.5
502,1,26,5,4,1,1,1,3,2,7,8,8,9,6,5,5,10,9,8,7,8,6,9,5,8,3,4,40,20,20,20,0,0,3.8333333333333335,8,6.666666666666667,7.666666666666667,7.333333333333333,4,0
503,1,25,10,2,1,5,5,6,5,2,2,4,4,8,8,8,7,5,2,6,5,7,8,9,9,7,7,30,30,40,0,0,0,2.3333333333333335,5.666666666666667,7.833333333333333,5.166666666666667,7.333333333333333,4,0
504,1,23,5,2,1,1,2,5,2,7,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,30,0,30,15,15,10,6.5,7,7.5,6.333333333333333,6.833333333333333,4.833333333333333,0.3333333333333333
505,1,27,6,4,1,1,3,4,1,6,10,6,10,5,10,10,9,7,1,10,10,10,10,10,10,10,10,20,14,18,16,16,16,6.4,7.2,7.2,5,7.2,4,0
506,1,24,2,4,5,5,1,7,2,7,6,4,6,7,7,7,8,2,4,9,2,5,5,5,5,2,1,15,15,20,15,15,20,4.6,7,7.8,3.2,7.8,3.4,0
507,1,24,2,4,1,1,5,7,3,2,10,9,10,9,9,8,7,4,5,8,5,7,6,6,8,3,2,20,20,20,20,20,0,6,8,7.833333333333333,7.666666666666667,6.833333333333333,6,0.6666666666666666
508,1,36,2,4,1,5,3,5,1,10,10,4,7,6,4,4,4,9,7,10,3,5,4,7,10,4,8,18,10,18,18,18,18,5.833333333333333,5.666666666666667,6.833333333333333,5.333333333333333,6.5,4.5,0.16666666666666666
509,0,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,10,20,30,10,10,20,5.2631578947368425,6.7368421052631575,7.105263157894737,6.052631578947368,7.105263157894737,5.631578947368421,0.5263157894736842
510,0,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,25,25,25,12,3,10,7.578947368421052,7.368421052631579,7.631578947368421,7.105263157894737,6.368421052631579,6.2105263157894735,0.6842105263157895
511,0,23,5,4,2,2,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,20,10,10,30,15,15,6.1,7.2,7.55,5.55,6.9,4.75,0.2
513,0,23,15,2,1,1,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6,20,20,20,20,5,15,7.85,6.5,6.75,7.75,6.65,4.65,0.75
514,0,23,3,2,8,9,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,20,20,20,15,5,20,4.666666666666667,6.857142857142857,6.761904761904762,6.523809523809524,6.571428571428571,5,0.19047619047619047
515,0,23,6,2,8,5,1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,20,20,20,15,10,15,7.055555555555555,6.444444444444445,6.833333333333333,6.222222222222222,5.888888888888889,4.222222222222222,0.4444444444444444
516,0,27,10,4,9,3,2,6,3,2,3,3,6,10,9,9,5,5,8,9,6,9,4,9,9,9,3,58,5,8,10,7,12,7.25,5.85,6.9,6.75,6.7,5.1,0.6
517,0,30,15,3,1,1,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,15,20,20,20,5,10,5.882352941176471,6.588235294117647,6.294117647058823,6,5.647058823529412,4.176470588235294,0.35294117647058826
518,0,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,20,25,25,30,5,5,7,7.333333333333333,6.809523809523809,7.380952380952381,6.571428571428571,4.9523809523809526,0.6190476190476191
519,0,26,9,2,8,9,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,40,5,30,15,5,5,6,7.277777777777778,7,5.777777777777778,6.055555555555555,4.722222222222222,0.3333333333333333
520,0,28,11,6,2,1,1,7,1,9,4,6,8,8,10,8,5,2,9,10,8,9,8,5,5,8,2,25,15,25,15,10,10,4.7894736842105265,7.421052631578948,7.421052631578948,6.578947368421052,6.368421052631579,5,0.21052631578947367
521,0,26,11,2,3,1,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6,10,30,20,15,15,10,6.095238095238095,7.428571428571429,7.380952380952381,6.380952380952381,6.0476190476190474,4.9523809523809526,0.5238095238095238
522,0,22,1,2,3,6,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3,10,20,15,20,15,20,6.409090909090909,6.863636363636363,7.545454545454546,6.454545454545454,7.318181818181818,5.181818181818182,0.5454545454545454
523,0,27,9,4,3,2,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1,10,25,20,20,5,20,4.0476190476190474,6.904761904761905,6.619047619047619,5.809523809523809,5.857142857142857,5,0.09523809523809523
524,0,25,4,4,9,6,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,15,20,25,20,10,10,6.894736842105263,7.7894736842105265,7.842105263157895,7.684210526315789,7,6,0.6842105263157895
525,0,24,15,2,2,8,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1,10,15,30,20,15,10,4.222222222222222,6.722222222222222,6.555555555555555,5.722222222222222,5.388888888888889,4.055555555555555,0
526,0,26,11,3,5,2,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,10,10,30,20,10,15,4.631578947368421,7,6.421052631578948,6.631578947368421,5.526315789473684,4.2105263157894735,0.15789473684210525
527,0,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,50,20,10,5,10,5,4.95,6.3,6.4,5.55,5.45,4,0.15
529,0,22,5,4,4,1,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4,10,25,25,10,10,20,4.1,7.8,7.5,5.25,6.4,4.35,0.15
530,0,22,5,4,1,1,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,20,20,10,15,5,30,4.15,7.75,7.45,5.15,6.45,3.85,0.15
531,1,25,5,4,5,1,2,7,2,2,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,15,30,20,20,10,5,4.428571428571429,7.095238095238095,7.904761904761905,5.333333333333333,6.714285714285714,4.619047619047619,0.3333333333333333
532,1,26,5,4,8,3,1,2,2,5,7,8,6,8,6,4,4,8,6,9,7,6,8,6,7,5,2,25,20,20,20,5,10,3.75,7.65,7.45,3.55,6.35,3.55,0.2
533,1,26,5,2,1,1,2,6,2,2,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,25,25,25,13,12,0,5.7,5.95,6.25,5.15,5.75,4.35,0.35
534,1,24,5,6,1,1,3,5,6,5,7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,30,30,30,5,2,3,5.611111111111111,6.388888888888889,6.777777777777778,5.777777777777778,6.611111111111111,4.833333333333333,0.3333333333333333
535,1,23,10,2,5,6,1,5,3,2,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,23,14,19,16,10,18,6,6.2,7.95,6.5,6.85,5.2,0.65
536,1,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,30,20,20,20,10,0,6.470588235294118,6.352941176470588,6.529411764705882,6.294117647058823,6.470588235294118,5.0588235294117645,0.5294117647058824
537,1,22,5,4,7,1,1,5,1,1,6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1,20,5,25,25,5,20,6,5.823529411764706,6.882352941176471,6.588235294117647,6.352941176470588,5.529411764705882,0.5882352941176471
538,1,32,5,2,1,1,1,4,2,7,8,2,8,8,8,8,8,8,6,8,5,4,6,3,6,6,6,50,0,10,30,0,10,5.538461538461538,6.153846153846154,7.153846153846154,7.846153846153846,6.615384615384615,5.153846153846154,0.6923076923076923
539,1,22,1,2,6,6,1,4,1,1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,30,10,20,15,15,10,4.833333333333333,5.555555555555555,6.722222222222222,6.5,6.722222222222222,5.166666666666667,0.4444444444444444
540,1,24,5,2,5,1,1,7,4,2,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,20,15,20,20,15,10,4.277777777777778,6.555555555555555,6.277777777777778,5.555555555555555,6,4.222222222222222,0.2777777777777778
541,1,23,5,4,2,2,3,7,3,7,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,40,30,0,20,0,10,4.578947368421052,6.7894736842105265,7.105263157894737,4.7368421052631575,6.368421052631579,4.842105263157895,0.3157894736842105
542,1,23,5,4,7,1,2,5,3,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,25,15,20,20,10,10,5.1875,6.0625,6.4375,5.125,6.875,4.0625,0.3125
543,1,24,5,4,9,6,1,7,2,5,8,8,5,8,8,5,5,9,8,8,8,6,8,8,8,8,3,20,16,16,17,16,15,5,6.411764705882353,6.764705882352941,5.588235294117647,6,4.882352941176471,0.35294117647058826
544,1,23,5,4,3,8,1,7,3,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,15,25,20,10,10,20,4.882352941176471,6.117647058823529,6.588235294117647,5.705882352941177,5.647058823529412,4.117647058823529,0.35294117647058826
545,1,24,5,2,7,1,1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,20,20,20,20,10,10,6,6.25,6.166666666666667,6.166666666666667,6,4.916666666666667,0.5
546,1,30,8,2,3,4,2,4,1,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,35,10,20,25,5,5,7.1875,6.25,7.375,7.125,6.4375,5.75,0.625
547,1,30,8,2,1,1,2,3,1,7,9,6,9,7,8,8,2,2,8,9,4,9,8,9,9,6,5,25,20,20,20,0,15,6.315789473684211,6.052631578947368,6.947368421052632,5.947368421052632,6.2631578947368425,5.684210526315789,0.5263157894736842
548,1,30,8,2,8,8,1,6,1,7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,40,10,20,10,0,20,6.842105263157895,5.7368421052631575,6.684210526315789,5.7894736842105265,6.105263157894737,4.578947368421052,0.47368421052631576
549,1,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,20,20,20,20,0,20,6.3125,6.5,6.625,6.625,6,4.9375,0.5
550,1,30,8,2,5,6,2,4,1,7,5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,30,3,30,30,3,4,5.285714285714286,5.9523809523809526,6.666666666666667,5.285714285714286,6.428571428571429,4.190476190476191,0.2857142857142857
551,1,27,8,1,2,1,1,6,3,7,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,40,20,20,20,0,0,6.277777777777778,6.888888888888889,6.944444444444445,5.666666666666667,6.333333333333333,5.166666666666667,0.5555555555555556
552,1,25,18,2,1,1,1,2,1,15,8,2,5,10,10,10,7,1,9,8,3,7,9,10,10,7,3,70,0,15,15,0,0,7.0588235294117645,5.647058823529412,5.9411764705882355,5.411764705882353,5.9411764705882355,5.0588235294117645,0.7058823529411765
